Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
342,4,140350,S0050-35,.i.,.i.,.i.,,,,,"id est, it is",.i. intosgaigther .i. intinscantar,"That is, it is begun; that is, it is commenced."
343,5,119832,S0050-35,in·tinscantar,in·,in·,,,,particle_preverb,aspectual and lexicalized meanings,.i. intosgaigther .i. intinscantar,"That is, it is begun; that is, it is commenced."
344,6,119833,S0050-35,in·tinscantar,·t,do·,,,,particle_preverb,aspectual and lexicalized meanings,.i. intosgaigther .i. intinscantar,"That is, it is begun; that is, it is commenced."
345,7,119834,S0050-35,in·tinscantar,in,ind·,,,,particle_preverb,aspectual and lexicalized meanings,.i. intosgaigther .i. intinscantar,"That is, it is begun; that is, it is commenced."
346,8,119831,S0050-35,in·tinscantar,in·tinscantar,in·tinscana,3sg.pres.ind.pass.,No,pass.,verb,"to begin, to commerce, to set about ",.i. intosgaigther .i. intinscantar,"That is, it is begun; that is, it is commenced."
347,1,140351,S0050-36,.i.,.i.,.i.,,,,,"id est, it is",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
348,2,119835,S0050-36,trisin fuarinbudcaid,tri,tre,acc.,,,preposition,"through (time or space), by means of, be reason of",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
349,3,119836,S0050-36,trisin fuarinbudcaid,sin,in 1,acc.sg.masc.,,,definite_article,"the, definite article",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
350,4,119838,S0050-36,trisin fuarinbudcaid,fuar,fuär,compos.,,,verbal_noun,"the act of preparing, providing; provision",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
351,5,119839,S0050-36,trisin fuarinbudcaid,inbudcaid,inbothgaid,acc.sg.,,,noun,someone who participates in or performs nuptials,.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
352,6,119837,S0050-36,trisin fuarinbudcaid,fuarinbudcaid,fuärinbothgaid,acc.sg.,,,noun,one who prepares a marriage/wedding/nuptials,.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
353,7,140352,S0050-36,.i.,.i.,.i.,,,,,"id est, it is",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
354,8,119840,S0050-36,tri iohain,tri,tre,acc.,,,preposition,"through (time or space), by means of, be reason of",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
355,9,119841,S0050-36,tri iohain,iohain,Ioäin,acc.sg.,,,proper_noun,John (the Baptist),.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
356,10,119843,S0050-36,fo·ruar,fo·,fo·,,,,particle_preverb,aspectual and lexicalized meanings,.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
357,11,119844,S0050-36,fo·ruar,·ru,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
358,12,119842,S0050-36,fo·ruar,fo·ruar,fo·fera,augm.3sg.pret.,No,trans.,verb,"to cause; in sense causes fofera in rel. clauses is commonly used with petrified infixed -d-, to prepare, to provide, to bring about ",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
359,13,119845,S0050-36,inna inbotha,inna,in 1,acc.pl.fem.,,,definite_article,"the, definite article",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
360,14,119846,S0050-36,inna inbotha,inbotha,inboth,acc.pl.,,,noun,"wedding, nuptials",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
361,15,140353,S0050-36,.i.,.i.,.i.,,,,,"id est, it is",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
362,16,119848,S0050-36,do·rigni,do·,"de·, dí·",,,,particle_preverb,aspectual and lexicalized meanings,.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
363,17,119849,S0050-36,do·rigni,·ri,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
364,18,119847,S0050-36,do·rigni,do·rigni,do·gní,augm.3sg.pret.,No,trans.,verb,"to do, to make",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
365,19,119850,S0050-36,tochmarc,tochmarc,tochmarc,acc.sg.,,,verbal_noun,"the act of wooing, courting",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
366,20,119851,S0050-36,inna ecailse,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
367,21,119852,S0050-36,inna ecailse,ecailse,eclais,gen.sg.,,,noun,the Christian church (as institution),.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
368,22,119853,S0050-36,do chríst,do,do 1,dat.,,,preposition,"to, for, by etc.",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
369,23,119854,S0050-36,do chríst,chríst,Críst,dat.sg.,,,proper_noun,"the Anointed, Jesus Christ",.i. trisin fuarinbudcaid .i. tri iohain · foruar inna inbotha .i. dorigni tochmarc inna ecailse dochríst,"That is, through the “preparation-of-marriage-person”; that is, through John: he had prepared the nuptials; that is, he had wooed the Church for Christ."
370,1,119855,S0050-37,amal forcantar ,amal,amail 2,,,,conjunction,"as, like; translating Latin ut ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
371,2,119857,S0050-37,amal for·cantar ,for·,for·,,,,particle_preverb,aspectual and lexicalized meanings,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
372,3,119858,S0050-37,amal for·cantar ,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
373,4,119856,S0050-37,amal for·cantar ,for·cantar,for·cain,3pl.pres.ind.pass.,Yes,pass.,verb,to teach,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
374,5,119859,S0050-37,cathchomnidi,cathchomnidi,cathchoimnid,nom.pl.,,,noun,catechumen,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
375,6,119860,S0050-37,ho sacardd,ho,ó 1,dat.,,,preposition,"from, out of, by",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
376,7,119861,S0050-37,ho sacardd,sacardd,sacart,dat.sg.,,,noun,priest,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
377,8,119862,S0050-37,hi tos[u]ch,hi,i,dat.,,,preposition,"in, into",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
378,9,119863,S0050-37,hi tos[u]ch,tosuch,tosach,dat.sg.,,,noun,"beginning, precedence",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
379,10,119864,S0050-37,7 ṁbaithsetar,7,ocus 2,,,,conjunction,"coordinating: and, since ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
380,11,119865,S0050-37,7 ṁbaithsetar,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
381,12,119866,S0050-37,7 ṁbaithsetar,ṁbaithsetar,baithsid,3pl.pres.ind.pass.rel.,Yes,pass.,verb,"to baptise, to name ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
382,13,119867,S0050-37,7 amal n-oingter,7,ocus 2,,,,conjunction,"coordinating: and, since ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
383,14,119868,S0050-37,7 amal n-oingter,amal,amail 2,,,,conjunction,"as, like; translating Latin ut ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
384,15,119869,S0050-37,7 amal n-oingter,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
385,16,119870,S0050-37,7 amal n-oingter,noingter,ongaid,3pl.pres.ind.pass.rel.,Yes,pass.,verb,to anoint,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
386,17,119871,S0050-37,iarum,iarum,íar 1,3sg.neut.,,,preposition,"after, behind, across, along, beyond, according to",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
387,18,119872,S0050-37,ho epscop,ho,ó 1,dat.,,,preposition,"from, out of, by",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
388,19,119873,S0050-37,ho epscop,epscop,epscop,dat.sg.,,,noun,bishop,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
389,20,119874,S0050-37,síc,síc,sīc,,,,adverb,"thus, so, like that",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
390,21,119875,S0050-37,dano,dano,danó,,,,particle_discourse,"also, further, in addition, besides, as well, too; therefore, then, accordingly",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
391,22,119877,S0050-37,in·tindarscan,in·,in·,,,,particle_preverb,aspectual and lexicalized meanings,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
392,23,119878,S0050-37,in·tindarscan,·ti,do·,,,,particle_preverb,aspectual and lexicalized meanings,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
393,24,119879,S0050-37,in·tindarscan,inda,ind·,,,,particle_preverb,aspectual and lexicalized meanings,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
394,25,119880,S0050-37,in·tindarscan,r,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
395,26,119876,S0050-37,in·tindarscan,in·tindarscan,in·tinscana,augm.3sg.pret.,No,trans.,verb,"to begin, to commerce, to set about ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
396,27,119881,S0050-37,Iohain,Iohain,Ioäin,nom.sg.,,,proper_noun,John (the Baptist),amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
397,28,119882,S0050-37,forcital,forcital,forcetal,acc.sg.,,,verbal_noun,"the act of teaching, instructing, admonishing, learning, studying",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
398,29,119883,S0050-37,inna ndoine,inna,in 1,gen.pl.masc.,,,definite_article,"the, definite article",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
399,30,119884,S0050-37,inna ndoine,ndoine,duine,gen.pl.,,,noun,"person, human being",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
400,31,119885,S0050-37,7 a mbaithsed,7,ocus 2,,,,conjunction,"coordinating: and, since ",amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
401,32,119886,S0050-37,7 a mbaithsed,a,3pl.poss.pron.,3pl.,,,pronoun_possessive,their,amal forcantar cathchomnidi ho sacardd hi tos[u]ch 7 ṁbaithsetar 7 amal noingter iarum ho epscop · síc dano intindarscan iohain forcital innan doine 7 am baithsed hítosuch · 7 ro oingthea iarum ho christ .i. ro foirbthiged ho chríst 7 forcuad ingním tindarscan · iohainn . . -,"As catechumens are at first taught by a priest, and are baptized, and as they are then anointed by a bishop, so then John had begun to teach men and to baptize them at first and then they have been anointed by Christ; that is, the work which John had begun has been perfected by Christ and has been completed."
