Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
162,11,116117,S0021-25,ro·radis-su,ro·radis,ráidid,augm.2sg.pret.,Yes,trans.,verb,"to speak, to say, to tell",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
163,12,116118,S0021-25,ro·radis-su,su,nota augens,2sg.,,,particle_pronominal,emphasising particle,.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
164,13,116119,S0021-25,ar gaibim,ar,ar 2,,,,conjunction,"causal: since, for; final: so that",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
165,14,116120,S0021-25,ar gaibim,gaibim,gaibid,1sg.pres.ind.,No,unclear,verb,"to take hold of, to put, to capture, to sing (of a psalm), to recite, to utter",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
166,15,116121,S0021-25,ceill,ceill,cíall,acc.sg.,,,noun,"sense, intelligence, mind, thought, meaning, interpretation, wisdom, good sense ",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
167,16,116122,S0021-25,for etargna,for,for,dat.,,,preposition,"upon, over, on",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
168,17,116123,S0021-25,for etargna,etargna,etargnae,acc.sg.,,,verbal_noun,"the act of finding out, learning, knowing, understanding; knowledge, information (especially gained through experience), the faculty of understanding or cognition, interpretation, significance, explanation, acquaintance, signification",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
169,18,116124,S0021-25,nach reta,nach,nach 1,gen.sg.masc.,,,adjective_pronominal,"any, every, each, some, none",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
170,19,116125,S0021-25,nach reta,reta,rét 1,gen.sg.,,,noun,thing,.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
171,20,116126,S0021-25,in fecht-sa,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
172,21,116127,S0021-25,in fecht-sa,fecht,fecht,acc.sg.,,,noun,"journey, expedition, time, occasion, course",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
173,22,116128,S0021-25,in fecht-sa,sa,-so,,,,particle_demonstrative_proximate,"this, these",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
174,1,139981,S0021-25,.i.,.i.,.i.,,,,,"id est, it is",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
175,2,116129,S0021-26,mo slántu,mo,1sg.poss.pron.,1sg.,,,pronoun_possessive,my,.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
176,3,116130,S0021-26,mo slántu,slántu,slántu,nom.sg.,,,noun," health, well-being",.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
177,4,116131,S0021-26,fadéin,fadéin,fadesin,1sg.,,,pronoun_emphatic,self,.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
178,5,116132,S0021-26,7 slántu,7,ocus 2,,,,conjunction,"coordinating: and, since ",.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
179,6,116133,S0021-26,7 slántu,slántu,slántu,nom.sg.,,,noun," health, well-being",.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
180,7,116134,S0021-26,amicorum,amicorum,amīcus,gen.pl.,,,noun,friend,.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
181,1,139982,S0021-26,.i.,.i.,.i.,,,,,"id est, it is",.i. mo slántu fadéin 7 slántu amicorum,"that is, my own well-being and the well-being of friends"
182,2,116135,S0021-27,cen failti,cen,cen,,,,preposition,"without, not having, -less, on this side, apart from, besides, except ",.i. cen failti,"that is, without joy"
183,3,116136,S0021-27,cen failti,failti,fáilte,acc.sg.,,,noun,"joy, happiness; welcome, greeting, salutation",.i. cen failti,"that is, without joy"
184,1,139983,S0021-27,.i.,.i.,.i.,,,,,"id est, it is",.i. cen failti,"that is, without joy"
185,1,116137,S0021-28,bésgnethid,bés,bés 1,compos.,,,noun,"habit, custom, usual procedure, practice; manner, way; custom; in plural also: character",bésgnethid,habit-doer
186,2,116138,S0021-28,bésgnethid,gnethid,gneithid,nom.sg.,,,noun,"worker, maker ; doer",bésgnethid,habit-doer
187,3,116139,S0021-28,bésgnethid,bésgnethid,bésgneithid,nom.sg.,,,noun,habit-doer,bésgnethid,habit-doer
188,1,116140,S0021-29,cid ind fretussa,cid,cid 2,3sg.pres.ind.,,,focus_particle,even,cid indfretussa,even of the dowry
189,2,116141,S0021-29,cid ind fretussa,ind,in 1,gen.sg.masc.,,,definite_article,"the, definite article",cid indfretussa,even of the dowry
190,3,116142,S0021-29,cid ind fretussa,fretussa,fretus,gen.sg.,,,noun,dowry,cid indfretussa,even of the dowry
191,1,115990,S0021-3,et omnium,et,et,,,,conjunction,and,et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
192,2,115991,S0021-3,et omnium,omnium,omnis,gen.pl.masc.,,,adjective_quantifier,"all, total, every",et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
193,3,115992,S0021-3,iustorum,iustorum,iūstus,gen.pl.masc.,,,adjective,"just, rightful, lawful ",et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
194,6,115993,S0021-3,bithingabál,bithingabál,bith-ingabál,nom.sg.,,,noun,perpetual reproach,et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
195,4,115994,S0021-3,bithingabál,bith,bíth,compos.,,,verbal_noun,"the act of striking, wounding, hacking; as causal conjunction: because ; lasting, permanent, perpetual, constant",et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
196,5,115995,S0021-3,bithingabál,ingabál,ingabál,nom.sg.,,,verbal_noun,"the act of rebuking, accusing, reproaching, avoiding; circumspection",et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
197,7,115996,S0021-3,mundo,mundo,mundus,dat.sg.,,,noun,"the world, mankind",et omnium iustorum bith ingabál mundo,and perpetual reproach of all just men for the world.
198,1,116143,S0021-30,do immoḟolung,do,do 1,dat.,,,preposition,"to, for, by etc.",do immoḟolung déesse duitsiu,to cause you indolence
199,2,116144,S0021-30,do immoḟolung,immoḟolung,immḟolang,dat.sg.,,,verbal_noun,"the act of causing, effecting, accomplishing, sustaining, supporting; effect",do immoḟolung déesse duitsiu,to cause you indolence
200,3,116145,S0021-30,déesse,déesse,deëss,gen.sg.,,,noun,"idleness, inactivity, indolence; sloth, sluggishness",do immoḟolung déesse duitsiu,to cause you indolence
201,4,116146,S0021-30,duit-siu,duit,do 1,2sg.,,,preposition,"to, for, by etc.",do immoḟolung déesse duitsiu,to cause you indolence
202,5,116147,S0021-30,duit-siu,siu,nota augens,2sg.,,,particle_pronominal,emphasising particle,do immoḟolung déesse duitsiu,to cause you indolence
203,1,116148,S0021-31,clainde,clainde,cland,gen.sg.,,,noun,"plant, offshoot, children, descedant, family, clan, offspring",clainde,of children
204,1,116149,S0021-32,cid ar thucait ,ci,cía 2,,,,conjunction,"concessive and explicative: even, although",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
205,2,116150,S0021-32,cid ar thucait ,d,is 1,3sg.pres.subj.,,intrans.,verb,"to be, the copula",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
206,3,116151,S0021-32,cid ar thucait,ar,ar 1,,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
207,4,116152,S0021-32,cid ar thucait,thucait,tucait,dat.sg.,,,noun,"cause, reason",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
208,5,116153,S0021-32,cláinde,cláinde,cland,gen.sg.,,,noun,"plant, offshoot, children, descedant, family, clan, offspring",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
209,8,116154,S0021-32,da·gné,da·gné,do·gní,3sg.pres.subj.,,trans.,verb,"to do, to make",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
210,6,116155,S0021-32,da·gné,d,"de·, dí·",,,,particle_preverb,aspectual and lexicalized meanings,cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
211,7,116156,S0021-32,da·gné,a·,3sg.neut.inf.pron.,A,,,pronoun_infixed,it,cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
212,9,116157,S0021-32,nech,nech,nech,nom.sg.,,,pronoun_quantifier,"anyone, one, someone",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
213,10,116158,S0021-32,7 nip ar étrud,7,ocus 2,,,,conjunction,"coordinating: and, since ",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
214,11,116159,S0021-32,7 nip ar étrud,ni,ní 3,,,,particle_negative_main,not,cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
215,12,116160,S0021-32,7 nip ar étrud,p,is 1,3sg.pres.subj.,,intrans.,verb,"to be, the copula",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
216,13,116161,S0021-32,7 nip ar étrud,ar,ar 1,dat.,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
217,14,116162,S0021-32,7 nip ar étrud,étrud,étrad,dat.sg.,,,noun,"lust, concupiscence, fornication",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
218,15,116163,S0021-32,is mó,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
219,16,116164,S0021-32,is mó,mó,mór,comp.,,,adjective,"great, big, ample, tall, large",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
220,17,116165,S0021-32,is periculosius ,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
221,18,116166,S0021-32,is periculosius ,periculosius,periculosus,comp.,,,adjective,dangerous,cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
222,19,116167,S0021-32,quam felicius,quam,quam,,,,conjunction,"how, than",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
223,20,116168,S0021-32,quam felicius,felicius,fēlīx,comp.,,,adjective,"happy, lucky, fertile, auspicious",cid arthucait cláinde dagné nech 7 niparétrud is mó is periculosius quam felicius,"Although it may be for the sake of children [that] someone may do it and not for lust, it is more dangerous than productive."
224,7,116169,S0021-33,ad·rodamar-su,∅,len.rel.particle,,,,particle_relative,leniting relative particle,.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
225,2,116170,S0021-33,it he-sidi ,it,is 1,3pl.pres.ind.,,intrans.,verb,"to be, the copula",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
226,3,116171,S0021-33,it he-sidi ,he,3pl.indp.pron.,nom.pl.,,,pronoun_independent,"they, them",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
227,4,116172,S0021-33,it he-sidi ,sidi,-side,nom.pl.,,,particle_anaphoric,"that one, he, she, it, they",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
228,5,116173,S0021-33,ad·rodamar-su,ad·rodamar,ad·daim,augm.2sg.pret.,Yes,trans.,verb,"to acknowledge, to admit, to concede, to confess, grant; to avow, declare",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
229,6,116174,S0021-33,adro·damar-su,ad·,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
230,8,116175,S0021-33,adro·damar-su,ro·,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
231,9,116176,S0021-33,ad·rodamar-su,su,nota augens,2sg.,,,particle_pronominal,emphasising particle,.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
232,1,139984,S0021-33,.i.,.i.,.i.,,,,,"id est, it is",.i. ithesidi adrodamarsu,"That is, it is them whom you have conceded."
233,1,116177,S0021-34,taudbartha,taudbartha,tedbarthae,nom.sg.neut.,,,verbal_participle,"presented, applied, brought about",taudbartha,presented
234,1,116178,S0021-35,fasigthe,fasigthe,fásaigthe,nom.sg.fem.,,,verbal_participle,"made void, exhausted",fasigthe,exhausted
235,4,116179,S0021-36,addom·suiter-sa,addom·suiter,ad·suidi,3sg.pres.ind.pass.,Yes,pass.,verb,"to hold back, to keep, to bind, to establish; to stop, detain; to fix, make permanent",addomsuitersa,I am held fast.
236,1,116180,S0021-36,addom·suiter-sa,ad,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,addomsuitersa,I am held fast.
237,2,116181,S0021-36,addom·suiter-sa,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,addomsuitersa,I am held fast.
238,3,116182,S0021-36,addom·suiter-sa,dom·,1sg.inf.pron.,C,,,pronoun_infixed,"me, myself",addomsuitersa,I am held fast.
239,5,116183,S0021-36,addom·suiter-sa,sa,nota augens,1sg.,,,particle_pronominal,emphasising particle,addomsuitersa,I am held fast.
240,1,116184,S0021-37,ni nammá ,ni,ní 3,,,,particle_negative_main,not,ni nammá nádfoirmtigimse,It is not only that I do not envy
241,2,116185,S0021-37,ni nammá ,∅,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",ni nammá nádfoirmtigimse,It is not only that I do not envy
242,3,116186,S0021-37,ni nammá ,nammá,nammá,,,,particle_focus,"only, merely",ni nammá nádfoirmtigimse,It is not only that I do not envy
243,4,116187,S0021-37,nád·foirmtigim-se,nád·,nád 1,compl.,,,particle_negative_subordinate,that...not,ni nammá nádfoirmtigimse,It is not only that I do not envy
244,6,116188,S0021-37,nád·foirmtigim-se,·foirmtigim,foirmtigidir,1sg.pres.ind.,Yes,intrans.,verb,to envy,ni nammá nádfoirmtigimse,It is not only that I do not envy
245,5,116189,S0021-37,nád·foirmtigim-se,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,ni nammá nádfoirmtigimse,It is not only that I do not envy
246,7,116190,S0021-37,nád·foirmtigim-se,se,nota augens,1sg.,,,particle_pronominal,emphasising particle,ni nammá nádfoirmtigimse,It is not only that I do not envy
247,1,116191,S0021-38,ní ó ógai ,ní,ní 3,,,,particle_negative_main,not,níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
248,2,116192,S0021-38,ní ó ógai ,∅,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
249,3,116193,S0021-38,ní ó ógai,ó,ó 1,dat.,,,preposition,"from, out of, by",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
250,4,116194,S0021-38,ní ó ógai,ógai,ógae,dat.sg.,,,noun,"wholeness, perfection, chastity, celibacy, virginity ",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
251,5,116195,S0021-38,tantum,tantum,tantum,,,,adjective_quantifier,"so many, so great, only",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
252,6,116196,S0021-38,acht is ó aithirgi,acht,acht 1,,,,particle_focus,"except, but, provided that, save that",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
253,7,116197,S0021-38,acht is ó aithirgi,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
254,8,116198,S0021-38,acht is ó aithirgi,ó,ó 1,dat.,,,preposition,"from, out of, by",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
255,9,116199,S0021-38,acht is ó aithirgi,aithirgi,aithirge,dat.sg.,,,verbal_noun,"the act of repenting (of), regretting; penance",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
256,10,116200,S0021-38,7 ó dligud,7,ocus 2,,,,conjunction,"coordinating: and, since ",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
257,11,116201,S0021-38,7 ó dligud,ó,ó 1,dat.,,,preposition,"from, out of, by",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
258,12,116202,S0021-38,7 ó dligud ,dligud,dliged,dat.sg.,,,noun,"principle, rule, norm; reason, argument; law, due, right, prerogative; dictum, authoritative statement; guiding priniciple, theory",níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
259,13,116203,S0021-38,lanamnasa,lanamnasa,lánamnus,gen.sg.,,,noun,partership; marriage,níó ógai tantum acht is ó aithirgi 7 ó dligud lanamnasa ,"It is not from virginity only, but it is from repentance and from the law [or, lawful state (?)] of matrimony."
260,1,116204,S0021-39,amal ṁbís,amal,amail 2,,,,conjunction,"as, like; translating Latin ut ",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
261,2,116205,S0021-39,amal ṁbís,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
262,3,116206,S0021-39,amal ṁbís ,ṁbís,ad·tá,3pl.hab.rel.,Yes,intrans.,verb,"to be, to exist, ",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
263,4,116207,S0021-39,slántu,slántu,slántu,nom.sg.,,,noun," health, well-being",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
264,5,116208,S0021-39,cáich,cáich,cách,gen.sg.masc.,,,pronoun_quantifier,"every one, each one, any one, all",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
265,6,116209,S0021-39,7 á sonarte,7,ocus 2,,,,conjunction,"coordinating: and, since ",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
266,7,116210,S0021-39,7 á sonarte,á,3sg.masc./neut.poss.pron.,masc.,,,pronoun_possessive,"his, its",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
267,8,116211,S0021-39,7 á sonarte,sonarte,sonartae,nom.sg.,,,noun,"strength, firmness, courage",amal ṁbís slántu cáich 7 ásonarte,as is the well-being of every one and his strength
268,2,115997,S0021-4,in mess,in,in 1,nom.sg.masc.,,,definite_article,"the, definite article",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
269,3,115998,S0021-4,in mess,mess,mes 1,nom.sg.,,,verbal_noun,"the act of judging, correcting; emendation, opinion, verdict",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
270,7,115999,S0021-4,du·choaid,du·choaid,téit,augm.3sg.pret.,Yes,intrans.,verb,"to go; gramm. to end in; to transgress, to violate (a law) ",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
271,4,116000,S0021-4,du·choaid,du·,"de·, dí·",,,,particle_preverb,aspectual and lexicalized meanings,.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
272,5,116001,S0021-4,du·choaid,∅,len.rel.particle,,,,particle_relative,leniting relative particle,.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
273,6,116002,S0021-4,du·choaid,·cho,com·,,,,particle_augment,perfective augment,.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
274,8,116003,S0021-4,for diabul,for,for,acc.,,,preposition,"upon, over, on",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
275,9,116004,S0021-4,for diabul,diabul,Díabul 2,acc.sg.,,,proper_noun,The Devil,.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
276,10,116005,S0021-4,is hé,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
277,11,116006,S0021-4,is hé,hé,3sg.masc.indp.pron.,nom.sg.masc.,,,pronoun_independent,"he, him, it",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
278,12,116007,S0021-4,rigas,rigas,téit,3sg.fut.rel.,Yes,intrans.,verb,"to go; gramm. to end in; to transgress, to violate (a law) ",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
279,13,116008,S0021-4,forru,forru,for,3pl.acc.,,,preposition,"upon, over, on",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
280,14,122691,S0021-4,ut Augustinus,ut,ut,,,,conjunction,"that, so that",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
281,15,122692,S0021-4,ut Augustinus,Augustinus,Augustīnus,,,,proper_noun,,.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
282,16,122693,S0021-4,dicit,dicit,dīcō,,,,verb,"to say, to declare, to call",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
283,1,139966,S0021-4,.i.,.i.,.i.,,,,,"id est, it is",.i. in mess duchoaid fordiabul is hé rigas forru ut Augustinus dicit,"That is, the judgment that has gone upon the Devil, it is that which will go upon them, as Augustine says."
284,1,116212,S0021-40,dunaib acubarthib,du,do 1,dat.,,,preposition,"to, for, by etc.",dunaib acubarthib,to the desirous ones
285,2,116213,S0021-40,dunaib acubarthib,naib,in 1,dat.pl.masc.,,,definite_article,"the, definite article",dunaib acubarthib,to the desirous ones
286,3,116214,S0021-40,dunaib acubarthib,acubarthib,accoborthae,dat.pl.masc.,,,verbal_participle,"desired, desirous",dunaib acubarthib,to the desirous ones
287,2,116215,S0021-41,ius,ius,ius,nom.sg.,,,noun,law,.i. ius ordinis .i. fochosmailius inna reta corptha órdd isnaib retaib in tucht sin,"That is, ius ordinis; that is, after the likeness of the corporeal things [is the] order in the things in that way."
288,3,116216,S0021-41,ordinis,ordinis,ordō,gen.sg.,,,noun,"methodical series, arrangement, order",.i. ius ordinis .i. fochosmailius inna reta corptha órdd isnaib retaib in tucht sin,"That is, ius ordinis; that is, after the likeness of the corporeal things [is the] order in the things in that way."
289,5,116217,S0021-41,fo chosmailius,fo,fo,dat.,,,preposition,"under, of direction towards, into, through, on, about, beneath",.i. ius ordinis .i. fochosmailius inna reta corptha órdd isnaib retaib in tucht sin,"That is, ius ordinis; that is, after the likeness of the corporeal things [is the] order in the things in that way."
290,6,116218,S0021-41,fo chosmailius,chosmalius,cosmailius,dat.sg.,,,noun,"likeness, similarity, resemblance; comparison ",.i. ius ordinis .i. fochosmailius inna reta corptha órdd isnaib retaib in tucht sin,"That is, ius ordinis; that is, after the likeness of the corporeal things [is the] order in the things in that way."
291,7,116219,S0021-41,inna reta,inna,in 1,acc.pl.masc.,,,definite_article,"the, definite article",.i. ius ordinis .i. fochosmailius inna reta corptha órdd isnaib retaib in tucht sin,"That is, ius ordinis; that is, after the likeness of the corporeal things [is the] order in the things in that way."
