Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
249,14,117537,S0022-149,soillse,soillse,soilse,nom.sg.,,,noun,"brightness, light",ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
250,15,117538,S0022-149,ɫ grecum ,ɫ,uel,,,,conjunction,"or, even",ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
251,16,117539,S0022-149,ɫ grecum,grecum,graecus,nom.sg.neut.,,,adjective,Greek,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
252,17,117540,S0022-149,nomen est,nomen,nomen,,,,noun,name,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
253,18,117541,S0022-149,nomen est,est,sum,3sg.pres.ind.,No,intrans.,verb,to be,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
254,19,117542,S0022-149,et interpretatur,et,et,,,,conjunction,and,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
255,20,117543,S0022-149,et interpretatur,interpretatur,interpretor,3sg.pres.ind.,No,pass.,verb,,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
256,21,117544,S0022-149,uisio,uisio,uīsiō,,,,noun,"vision, sight",ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
257,22,117545,S0022-149,lucis,lucis,lux,,,,noun,light,ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
258,7,140049,S0022-149,.i.,.i.,.i.,,,,,"id est, it is",ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
259,9,140050,S0022-149,.i.,.i.,.i.,,,,,"id est, it is",ind forid farus feminini generis est .i. farus .i. sossad asambí soillse ɫ grecum nomen est et interpretatur uisio lucis,"The circular hanging lamps; farus is of the feminine gender; that is farus, namely, a station out of which is light; or it is a Greek name and it is interpreted as vision of light."
260,116743,116743,S0022-15,is im suidib,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",isim suidib,It is about them.
261,116744,116744,S0022-15,is im suidib,im,imm,dat.,,,preposition,"around, about, concerning; abstract: concerning, as regards, in the matter of, on account of",isim suidib,It is about them.
262,116745,116745,S0022-15,is im suidib,suidib,suide 1,dat.pl.neut.,,,pronoun_anaphoric,"that (aforementioned), then; points to something already mentioned here the escape ; substantivised anaphorical pronominal adjective",isim suidib,It is about them.
263,6,117546,S0022-150,friscita·comrici ,·comrici,con·ricc,2sg.pres.ind.,Yes,intrans.,verb,"to meet, to encounter, to join ",friscita comrici diib,which you first meet of them
264,1,117547,S0022-150,friscita·comrici ,fri,fri,acc.,,,preposition,"towards, against, standard of comparison ",friscita comrici diib,which you first meet of them
265,2,117548,S0022-150,friscita·comrici ,s,-(s)a·,,,,pronoun_relative,"which, who, whose",friscita comrici diib,which you first meet of them
266,3,117549,S0022-150,friscita·comrici ,cita·,ceta· 1,,,,particle_preverb,first-,friscita comrici diib,which you first meet of them
267,4,117550,S0022-150,friscita·comrici ,·com,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,friscita comrici diib,which you first meet of them
268,5,117551,S0022-150,friscita·comrici ,r,ro· 1,,,,particle_preverb,aspectual and lexicalized meanings,friscita comrici diib,which you first meet of them
269,7,117552,S0022-150,diib,diib,di,3pl.,,,preposition,"away, from, cause or reason, by",friscita comrici diib,which you first meet of them
270,1,117553,S0022-151,du,du,dú,nom.sg.,,,noun,"place, spot",du hicumgabœ,place in which you may uplift
271,5,117554,S0022-151,hi·cumgabœ,·cumgabœ,con·gaib,2sg.pres.subj.,Yes,unclear,verb,"to contain, to include; to maintain, to preserve, to support, to uphold; to keep, to found, to set up, to settle",du hicumgabœ,place in which you may uplift
272,2,117555,S0022-151,hi·cumgabœ,hi,i,dat.,,,preposition,"in, into",du hicumgabœ,place in which you may uplift
273,3,117556,S0022-151,hi·cumgabœ,∅,-(s)a·,,,,pronoun_relative,"which, who, whose",du hicumgabœ,place in which you may uplift
274,4,117557,S0022-151,hi·cumgabœ,·cum,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,du hicumgabœ,place in which you may uplift
275,117558,117558,S0022-152,it tairismig,it,is 1,3pl.pres.ind.,No,intrans.,verb,"to be, the copula",it tairismig,They are steady.
276,117559,117559,S0022-152,it tairismig,tairismig,tairismech,nom.pl.masc.,,,adjective,"constant, steadfast, permanent",it tairismig,They are steady.
277,117560,117560,S0022-153,ond foras,o,ó 1,dat.,,,preposition,"from, out of, by",ondforas,from the waxing
278,117561,117561,S0022-153,ond foras,nd,in 1,dat.sg.neut.,,,definite_article,"the, definite article",ondforas,from the waxing
279,117562,117562,S0022-153,ond foras,foras,forás,dat.sg.,,,noun,"growth, increase",ondforas,from the waxing
280,117563,117563,S0022-154,ind slici,ind,in 1,nom.pl.masc.,,,definite_article,"the, definite article",indslici,the oysters/shells
281,117564,117564,S0022-154,ind slici,slici,slice,nom.pl.,,,noun,shell,indslici,the oysters/shells
282,3,117565,S0022-155,do·eclannat,do·eclannat,do·eclainn,3pl.pres.ind.,No,unclear,verb,"to pick out, to select, to compile",doeclannat,They relate.
283,1,117566,S0022-155,do·eclannat,do·,do·,,,,particle_preverb,aspectual and lexicalized meanings,doeclannat,They relate.
284,2,117567,S0022-155,do·eclannat,·e,as· 1,,,,particle_preverb,aspectual and lexicalized meanings,doeclannat,They relate.
285,117568,117568,S0022-156,denim,denim,díäinim,nom.sg.fem.,,,adjective,"spotless, unblemished",denim,faultless/secure
286,117569,117569,S0022-157,o bréinciu,o,ó 1,dat.,,,preposition,"from, out of, by",o bréinciu,from rot
287,117570,117570,S0022-157,o bréinciu,bréinciu,bréinche,dat.sg.,,,noun,"decay, rottenness",o bréinciu,from rot
288,117571,117571,S0022-158,inna comchétbatti,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",innacomchétbatti,the agreements
289,117572,117572,S0022-158,inna comchétbatti,comchétbatti,comchétbaid,nom.pl.,,,noun,"consent, agreement, accord ",innacomchétbatti,the agreements
290,117573,117573,S0022-159,fliuchidi,fliuchidi,fliuchaide,nom.pl.neut.,,,adjective,"damp, moist",fliuchidi,moist 
291,1,117574,S0022-160,euripus,euripus,euripus,,,,proper_noun,Euripus Strait,euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
292,3,117575,S0022-160,piscina,piscina,piscina,,,,noun,pool,euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
293,4,117576,S0022-160,longa,longa,longus,nom.sg.fem.,,,adjective,"long, tall",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
294,6,117577,S0022-160,inna nnessœ,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
295,7,117578,S0022-160,inna nnessœ,nnessœ,ness,gen.pl.,,,noun,"straight, narrow channel, island",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
296,8,117579,S0022-160,is inunn,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
297,9,117580,S0022-160,is inunn,inunn,inunn,nom.sg.masc.,,,adjective,"same, identical, alike, equal, the one ",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
298,10,117581,S0022-160,7 tolli,7,ocus 2,,,,conjunction,"coordinating: and, since ",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
299,11,117582,S0022-160,7 tolli,tolli,tollō,pres.inf.pass.,No,pass.,noun,"I bear, suffer",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
300,2,140051,S0022-160,.i.,.i.,.i.,,,,,"id est, it is",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
301,5,140052,S0022-160,.i.,.i.,.i.,,,,,"id est, it is",euripus .i. piscina longa .i. innannessœ isinunn 7 tolli,"Euripus; that is, a long pool, namely, of the straights; it and tolli are the same."
302,1,117583,S0022-161,inna sáebchore,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",innasáebchore,of the whirlpools
303,4,117584,S0022-161,inna sáebchore,sáebchore,sáebchoire,gen.pl.masc.,,,noun,"“eddying cauldron”; whirlpool, maelstrom",innasáebchore,of the whirlpools
304,2,117585,S0022-161,inna sáebchore,sáeb,sáeb,compos.,,,adjective,"false, misleading, unjust, ill-judged; crooked, aslant, askew, perverted, perverse, froward; deranged, unseasonable; false. ",innasáebchore,of the whirlpools
305,3,117586,S0022-161,inna sáebchore,chore,coire,gen.pl.,,,noun,"cauldron, pot",innasáebchore,of the whirlpools
306,3,117587,S0022-162,du·fuisledor,du·fuisledor,do·fuisledar,3sg.pres.ind.,No,intrans.,verb,"to slip, to stumble, to fall",dufuisledor,It/he falls back.
307,1,117588,S0022-162,du·fuisledor,du·,do·,,,,particle_preverb,aspectual and lexicalized meanings,dufuisledor,It/he falls back.
308,2,117589,S0022-162,du·fuisledor,·fui,uss·,,,,particle_preverb,aspectual and lexicalized meanings,dufuisledor,It/he falls back.
309,1,117590,S0022-163,tresin n-óenméit,tre,tre,acc.,,,preposition,"through (time or space), by means of, be reason of",tresin nóenméit,through the same amount
310,2,117591,S0022-163,tresin n-óenméit,sin,in 1,acc.sg.fem.,,,definite_article,"the, definite article",tresin nóenméit,through the same amount
311,5,117592,S0022-163,tresin n-óenméit,nóenméit,óenméit,acc.sg.,,,noun,same amount,tresin nóenméit,through the same amount
312,3,117593,S0022-163,tresin n-óenméit,nóen,óen,compos.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",tresin nóenméit,through the same amount
313,4,117594,S0022-163,tresin n-óenméit,méit,méit,acc.sg.,,,noun,"size, quantity, as rel. adv. introducing a subord. clause: as much as, as far as, to the extent that amount, so much, Greatness, magnitude (of size, quantity, number, extent, degree)",tresin nóenméit,through the same amount
314,117595,117595,S0022-164,hi tuiliu,hi,i,dat.,,,preposition,"in, into",hituiliu,in flood
315,117596,117596,S0022-164,hi tuiliu,tuiliu,tuile,dat.sg.,,,verbal_noun,"the act of flowing, flooding; abundance",hituiliu,in flood
316,117597,117597,S0022-165,i n-aithbiu,i,i,dat.,,,preposition,"in, into",inaithbiu,in ebb
317,117598,117598,S0022-165,i n-aithbiu,naithbiu,aithbe,dat.sg.,,,verbal_noun,"the act of avenging; ebb, reflux (of sea), decline, decay",inaithbiu,in ebb
318,117599,117599,S0022-166,hi robarti,hi,i,acc.,,,preposition,"in, into",hirobarti,into flood-tides
319,117600,117600,S0022-166,hi robarti,robarti,robartae,acc.pl.,,,noun,spring tide ; impetuous course; flood-tide,hirobarti,into flood-tides
320,117601,117601,S0022-167,contracht,contracht,contracht,nom.pl.,,,noun,neap-tide,contracht,ebbtide
321,117602,117602,S0022-168,robarti,robarti,robartae,acc.pl.,,,noun,spring tide ; impetuous course; flood-tide,robarti,flood-tides
322,117603,117603,S0022-169,contrachtu,contrachtu,contracht,acc.pl.,,,noun,neap-tide,contrachtu,ebbtides
323,116746,116746,S0022-17,isli,isli,ísel,nom.pl.neut.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",isli,low
324,2,117604,S0022-170,nu·fasiged,nu·fasiged,fásaigidir,3sg.impv.,No,unclear,verb,"to empty, to make void, to despoil",nufasiged,It used to empty.
325,1,117605,S0022-170,nu·fasiged,nu,no·,,,,particle_preverb,empty particle,nufasiged,It used to empty.
326,2,117606,S0022-171,du·reised,du·reised,do·reith,3sg.past.subj.,No,unclear,verb,"to run through, to traverse; to hasten to, to succour",dureised,It would strip.
327,1,117607,S0022-171,du·reised,du·,do·,,,,particle_preverb,aspectual and lexicalized meanings,dureised,It would strip.
328,117608,117608,S0022-172,a n-inunn,a,in 1,nom.sg.neut.,,,definite_article,"the, definite article",aninunn,the same
329,117609,117609,S0022-172,a n-inunn,ninunn,inunn,nom.sg.,,,adjective,"same, identical, alike, equal, the one ",aninunn,the same
330,3,117610,S0022-173,huasallieig,huasallieig,úasalliëig,nom.sg.,,,noun,chief physcian,huasallieig,chief-physician
331,1,117611,S0022-173,huasallieig,huasal,úasal,compos.,,,adjective,"high, elevated, lofty, noble, honourable",huasallieig,chief-physician
332,2,117612,S0022-173,huasallieig,lieig,liäig,nom.sg.,,,noun,"doctor, physician, bloodletter, leech",huasallieig,chief-physician
333,117613,117613,S0022-174,lír,lír,lír,nom.sg.,,,noun,"jaundice, diarrhoea",lír,"jaundice [or, diarrhoea]"
334,117614,117614,S0022-175,duib,duib,dub,gen.sg.masc.,,,adjective,"dark,; subst.:black pigment, ink ",duib,of bile
335,1,117615,S0022-176,da grientairisem,da,da,nom.du.masc.,,,adjective_numeral,two,dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
336,4,117616,S0022-176,da grientairisem,grientairisem,gríantairissem,nom.du.,,,verbal_noun,the act of stopping of the sun; solstice,dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
337,2,117617,S0022-176,da grientairisem,grien,grían,compos.,,,noun,sun,dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
338,3,117618,S0022-176,da grientairisem,tairisem,tairissem,nom.du.,,,verbal_noun,"the act of remaining, stopping",dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
339,5,117619,S0022-176,7 aequinoctium,7,ocus 2,,,,conjunction,"coordinating: and, since ",dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
340,6,117620,S0022-176,7 aequinoctium,aequinoctium,aequinoctium,,,,noun,equinox,dagrientairisem 7 aequinoctium,two solstices and an aequinoctium
341,117621,117621,S0022-177,medonlai,medon,medón,nom.sg.,,,noun,"middle, center, midst ",medonlai,of midday
342,117622,117622,S0022-177,medonlai,lai,laë,gen.sg.,,,noun,"day, daytime",medonlai,of midday
343,1,117623,S0022-178,friu,friu,fri,3pl.,,,preposition,"towards, against, standard of comparison ",friu antúaid,to the north of them
344,4,117624,S0022-178,antúaid,antúaid,antúaid,,,,adverb,from the north,friu antúaid,to the north of them
345,2,117625,S0022-178,antúaid,an,an- 2,compos.,,,particle_prefix,"from + words denoting points on the compass, and words denoting location generally",friu antúaid,to the north of them
346,3,117626,S0022-178,antúaid,túaid,túaid,,,,adverb,north,friu antúaid,to the north of them
347,3,117627,S0022-179,nephfoscati,nephfoscati,nebḟoscattae,nom.pl.neut.,,,adjective,"shadowless, unshadowed",nephfoscati,unshadowed
348,1,117628,S0022-179,nephfoscati,neph,neb-,compos.,,,particle_prefix,"negative prefix ; non-, un-",nephfoscati,unshadowed
349,2,117629,S0022-179,nephfoscati,foscati,foscattae,nom.pl.neut.,,,adjective,"shadowed, having shadows",nephfoscati,unshadowed
350,116747,116747,S0022-18,i n-ísiul,i,i,dat.,,,preposition,"in, into",inísiul,beneath
351,116748,116748,S0022-18,i n-ísiul,nísiul,ísel,dat.sg.neut.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",inísiul,beneath
352,117630,117630,S0022-180,liathritœ,liathritœ,líathróit,gen.sg.,,,noun,"ball, sphere",liathritœ,of a ball
353,3,117631,S0022-181,erchosmil,erchosmil,érchosmail,nom.sg.,,,adjective,very similar,erchosmil,very similar
354,1,117632,S0022-181,erchosmil,er,ér-,compos.,,,particle_prefix,"intensifying: very ; very, intensive prefix",erchosmil,very similar
355,2,117633,S0022-181,erchosmil,chosmil,cosmail,nom.sg.,,,adjective,"like, similar, equal, probable ",erchosmil,very similar
356,3,117634,S0022-182,dermár,dermar,dermár,acc.sg.masc./neut.,,,adjective,"very great, huge, enormous",dermar,enormous
357,1,117635,S0022-182,dermár,der,der-,compos.,,,particle_prefix,intensifying prefix ; very,dermar,enormous
358,2,117636,S0022-182,dermár,már,mór,acc.sg.masc./neut.,,,adjective,"great, big, ample, tall, large",dermar,enormous
359,117637,117637,S0022-183,cluchidi,cluchidi,cluichide,dat.sg.fem.,,,adjective,serving for play,cluchidi,serving for play
360,117638,117638,S0022-184,sechitat n-é,sechi,sechi,,,,pronoun_indefinite,"whoever, whatever, whichever",sechitat né,whichever they are
361,117639,117639,S0022-184,sechitat n-é,tat,is 1,3pl.pres.ind.,Maybe,intrans.,verb,"to be, the copula",sechitat né,whichever they are
362,117640,117640,S0022-184,sechitat n-é,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,sechitat né,whichever they are
363,117641,117641,S0022-184,sechitat n-é,né,3pl.indp.pron.,nom.pl.,,,pronoun_independent,"they, them",sechitat né,whichever they are
364,4,117642,S0022-185,ol·daas,ol·daas,ol·daäs,3sg.pres.ind.rel.,Yes,intrans.,particle_comparative,than (is),oldaas dunni,than for us
365,1,117643,S0022-185,ol·daas,ol·,ol 3,,,,conjunction,comparative: than,oldaas dunni,than for us
366,2,117644,S0022-185,ol·daas,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,oldaas dunni,than for us
367,3,117645,S0022-185,ol·daas,·daas,ad·tá,3sg.pres.ind.rel.,Yes,intrans.,verb,"to be, to exist, ",oldaas dunni,than for us
368,5,117646,S0022-185,dun-ni,dun,do 1,1pl.,,,preposition,"to, for, by etc.",oldaas dunni,than for us
369,6,117647,S0022-185,dun-ni,ni,nota augens,1pl.,,,particle_pronominal,emphasising particle,oldaas dunni,than for us
370,117648,117648,S0022-186,canopia,canopia,canopia,,,,proper_noun,Egypt,"canopia, nomen dund egypt","Canopea, [it is] a name of Egypt."
371,117649,117649,S0022-186,nomen,nomen,nomen,,,,noun,name,"canopia, nomen dund egypt","Canopea, [it is] a name of Egypt."
372,117650,117650,S0022-186,dund egypt,du,do 1,dat.,,,preposition,"to, for, by etc.","canopia, nomen dund egypt","Canopea, [it is] a name of Egypt."
373,117651,117651,S0022-186,dund egypt,nd,in 1,dat.sg.fem.,,,definite_article,"the, definite article","canopia, nomen dund egypt","Canopea, [it is] a name of Egypt."
374,117652,117652,S0022-186,dund egypt,egypt,Égept,dat.sg.,,,proper_noun,Egypt,"canopia, nomen dund egypt","Canopea, [it is] a name of Egypt."
375,117653,117653,S0022-187,turgabthi,turgabthi,turcabthae,nom.pl.,,,verbal_participle,"raised, brought forth, produced",turgabthi,eastern (lit. raised up)
376,4,117654,S0022-188,do·n-imchella,do·nimchella,do·immchella,3sg.pres.ind.,Yes,unclear,verb,"to surround, to encompass",donimchella,which goes around
377,1,117655,S0022-188,do·n-imchella,do·,do·,,,,particle_preverb,aspectual and lexicalized meanings,donimchella,which goes around
378,2,117656,S0022-188,do·n-imchella,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,donimchella,which goes around
379,3,117657,S0022-188,do·n-imchella,·nim,imm·,,,,particle_preverb,aspectual and lexicalized meanings,donimchella,which goes around
380,2,117658,S0022-189,di·cathi,di·cathi,do·caithi,3sg.pres.ind.,No,unclear,verb,"to spend, to consume (of time)",dicathi,It consumes.
381,1,117659,S0022-189,di·cathi,di·,do·,,,,particle_preverb,aspectual and lexicalized meanings,dicathi,It consumes.
382,116749,116749,S0022-19,isind ísli,i,i,dat.,,,preposition,"in, into",isindísli,into the declivity
383,116750,116750,S0022-19,isind ísli,sind,in 1,dat.sg.fem.,,,definite_article,"the, definite article",isindísli,into the declivity
384,116751,116751,S0022-19,isind ísli,ísli,ísle,dat.sg.,,,noun,"lowness, declivity",isindísli,into the declivity
385,117660,117660,S0022-190,fri de,fri,fri,acc.,,,preposition,"towards, against, standard of comparison ",fride,by day
386,117661,117661,S0022-190,fri de,de,diä,acc.sg.,,,noun,day,fride,by day
387,117662,117662,S0022-191,o fritharib,o,ó 1,dat.,,,preposition,"from, out of, by",ofritharib,by watchers
388,117663,117663,S0022-191,o fritharib,fritharib,frithaire,dat.pl.,,,noun,"keeping watch against, watch, vigil, watchfulness, care",ofritharib,by watchers
389,117664,117664,S0022-192,ín chechtartid,ín,in 1,dat.sg.neut.,,,definite_article,"the, definite article",ínchechtartid,on both sides
390,117665,117665,S0022-192,ín chechtartid,chechtartid,cechtardaid,,,,adverb,both sides,ínchechtartid,on both sides
391,117666,117666,S0022-193,cruinde,cruinde,cruinde,gen.sg.,,,noun,"roundness, rotundity, round mass, universe, world",cruinde,of a globe
392,117667,117667,S0022-194,ó errug,ó,ó 1,dat.,,,preposition,"from, out of, by",ó errug,from spring
393,117668,117668,S0022-194,ó errug,errug,errach,dat.sg.,,,noun,season of spring,ó errug,from spring
394,117669,117669,S0022-195,fochmur,fochmur,fochmar,dat.sg.,,,noun,sediment,fochmur,sediment
395,1,117670,S0022-196,inna ṅdomunscribnide,inna,in 1,gen.pl.masc.,,,definite_article,"the, definite article",innaṅdomunscribnide,of the cosmographers
396,4,117671,S0022-196,inna ṅdomunscribnide,ṅdomunscribnide,domunscríbndid,gen.pl.,,,noun,cosmographer,innaṅdomunscribnide,of the cosmographers
397,2,117672,S0022-196,inna ṅdomunscribnide,ṅdomun,domun 1,compos.,,,noun,"world, the Earth",innaṅdomunscribnide,of the cosmographers
398,3,117673,S0022-196,inna ṅdomunscribnide,scribnide,scríbndid,gen.pl.,,,noun,writer,innaṅdomunscribnide,of the cosmographers
399,117674,117674,S0022-197,arsatib,arsatib,arsatae,dat.pl.masc.,,,adjective,"ancient, old, aged",arsatib,ancient
400,1,117675,S0022-198,ín n-audbirt,ín,in 1,acc.sg.fem.,,,definite_article,"the, definite article",ínnaudbirt .i. incáisc,"the offering, namely, of the Passover [i.e. the Paschal Lamb]"
401,2,117676,S0022-198,ín n-audbirt,naudbirt,audpart,acc.sg.,,,verbal_noun,the act of offering; sacrifice,ínnaudbirt .i. incáisc,"the offering, namely, of the Passover [i.e. the Paschal Lamb]"
402,4,117677,S0022-198,in cáisc,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",ínnaudbirt .i. incáisc,"the offering, namely, of the Passover [i.e. the Paschal Lamb]"
403,5,117678,S0022-198,in cáisc,cáisc,cásc,acc.sg.,,,proper_noun,"Easter, Paschal Offering",ínnaudbirt .i. incáisc,"the offering, namely, of the Passover [i.e. the Paschal Lamb]"
404,3,140053,S0022-198,.i.,.i.,.i.,,,,,"id est, it is",ínnaudbirt .i. incáisc,"the offering, namely, of the Passover [i.e. the Paschal Lamb]"
405,117679,117679,S0022-199,dind apchugud,di,di,dat.,,,preposition,"away, from, cause or reason, by",dind apchugud,from the ripening
406,117680,117680,S0022-199,dind apchugud,nd,in 1,dat.sg.masc.,,,definite_article,"the, definite article",dind apchugud,from the ripening
407,117681,117681,S0022-199,dind apchugud,apchugud,apgugud,dat.sg.,,,verbal_noun,"the act of ripening, maturing",dind apchugud,from the ripening
408,1,116600,S0022-2,is ed,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
409,2,116601,S0022-2,is ed,ed,3sg.neut.indp.pron.,nom.sg.neut.,,,pronoun_independent,it,ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
410,3,116602,S0022-2,didiu,didiu,didiu,,,,particle_discourse,"in logical sequence, drawing a conclusion: therefore, then; referring to preceding, introducing additional detail or explanation; hence",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
411,6,116603,S0022-2,slándliged,slándliged,slándliged,nom.sg.,,,verbal_noun,"the act of deserving soundness; sound law, proper law",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
412,4,116604,S0022-2,slándliged,slán,slán,compos.,,,adjective,"whole, sound, unimpaired, healthy, safe, well",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
413,5,116605,S0022-2,slándliged,dliged,dliged,nom.sg.,,,noun,"principle, rule, norm; reason, argument; law, due, right, prerogative; dictum, authoritative statement; guiding priniciple, theory",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
414,7,116606,S0022-2,salto,salto,salt,gen.sg.,,,noun,leap,ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
415,8,116607,S0022-2,noichtiche,noichtiche,noíchtige,nom.sg.,,,noun,period of twenty-nine days,ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
416,9,116608,S0022-2,co lleuth,co,co 2,dat.,,,preposition,"with, general accompaniment, connection, attendant circumstances",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
417,10,116609,S0022-2,co lleuth,lleuth,leth,dat.sg.,,,noun,"half, side, direction, in compounds: half-, semi-, quasi- ",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
418,11,116610,S0022-2,du árim,du,do 1,dat.,,,preposition,"to, for, by etc.",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
419,12,116611,S0022-2,du árim,árim,áram,dat.sg.,,,verbal_noun,"the act of counting, reckoning, estimating; number, numeral, quantity, amount, sum",ised didiu slándliged salto noichtiche colleuth duárim inȩscu,"Moreoever, the sound law of the leap is to reckon a period of twenty-nine days with a half in the moon."
